x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, y1, y2, y3, y4, y5, y6, y7, y8, y9, y10
909.47,886.27,862,858.91,899.56,1008.5,1053.1,1055.6,1032,1005.4,718.47,649.18,523.63,451.76,384.92,380.59,443.68,515,637.69,704.5
913.2,887.53,861.12,858.53,899.66,1008.8,1053.1,1055.8,1030.8,1002.4,715.82,647.51,522.88,450.85,383.6,379.02,442.61,513.65,635.79,701.88
916.51,888.98,860.76,858.37,899.75,1008.7,1053.3,1056.4,1029.8,999.5,713.53,645.71,521.26,449.63,382.17,377.93,441.12,512.91,634.02,699.4
920.02,890.09,860.59,857.81,899.57,1008.7,1053.7,1056.7,1029,996.8,711,644.29,520.89,448.59,381.23,377,440.35,511.28,632.3,696.98
923.5,890.98,859.93,857.71,899.7,1008.8,1053.8,1057.2,1027.9,994.16,708.5,642.72,519.26,447.61,379.76,375.86,439.14,510.52,630.63,694.09
926.44,892.17,859.53,857.17,899.66,1008.6,1054.4,1056.9,1026.9,991.2,705.88,640.83,518.93,446.5,379.38,374.73,438.03,509.47,628.65,691.55
928.23,892.76,858.89,856.97,899.58,1008.4,1054.7,1057.2,1027.2,989.51,703.92,639.35,517.84,445.37,378.32,374.08,436.98,508.65,626.87,688.92
927.37,891.56,858.39,856.37,899.5,1008.5,1055.2,1058.4,1028.4,990.82,703.63,638.78,517.09,444.98,377.71,373,435.23,507.46,625.57,687.41
925.59,889.96,857.9,855.95,899.5,1008.8,1055.2,1059.8,1029.5,991.5,703.34,638.71,516.27,443.69,376.17,371.44,434.95,505.66,624.41,686.37
924.8,889.52,856.64,856,899.61,1008.7,1055.9,1060.4,1031.3,992.69,703,637.52,515.5,443.5,375.86,370.85,433.19,505.04,623.07,684.47
923.37,888.37,857,856,899.5,1008.4,1056.2,1062,1032.6,993.5,702.71,637.18,514.9,442.5,375.17,369.47,432.97,503.78,621.63,683.3
922.16,887.3,856.53,855.9,899.5,1008.3,1056.9,1063.1,1033.5,994.82,702.41,637.09,514.07,442.06,373.88,368.51,431.74,503.29,620.47,681.95
920.7,885.84,855.46,855.5,899.5,1008.2,1057.4,1064.2,1035,995.5,701.93,636.4,513.65,441.5,373.5,367.41,431.33,501.8,619.17,680.42
919.25,884.75,855.13,855.58,899.54,1008.4,1058.1,1064.8,1036.6,996.92,702,636.19,513.21,441.09,372.78,367.19,430.18,501.12,618.04,679.52
917.61,883.07,854.05,854.88,899.59,1008.7,1058.9,1066.2,1037.6,998.14,701.89,635.92,512.77,440.41,371.97,366.56,429.39,500.3,616.8,678.39
916.04,881.96,853.34,854.5,899.5,1008.7,1059.1,1067.1,1039.2,999.29,701.82,635.75,512.09,439.8,371.5,365.67,428.61,499.63,615.57,676.85
914.67,881.02,852.07,854.29,899.5,1008.8,1059.2,1068.7,1041.3,1000.3,701.76,635.27,512.19,439.71,371.35,365.36,427.69,499.04,615.08,675.39
912.86,879.05,851.57,853.5,899.5,1009,1060.1,1070.2,1042.4,1001.4,701.79,635.8,511.83,439.5,371.17,365.17,427.42,497.82,613.53,674.65
911.73,877.56,850.92,853.38,899.43,1008.8,1060.2,1071.3,1044.6,1002.9,701.75,635.62,511.56,439.34,370.95,364.73,427,497.78,613.08,673.57
910.34,876.51,849.59,852.71,899.43,1009.1,1060.9,1072.4,1045.5,1004.4,701.82,635.67,511.46,439.5,370.5,364.55,426.56,496.71,612.12,672.46
908.76,874.98,848.84,852.38,899.47,1009,1061.4,1073.9,1047.3,1005.1,702.09,635.63,511.53,439.34,370.42,364.13,425.8,496.47,610.97,671.28
907.28,873.62,847.76,851.66,899.73,1008.8,1062.2,1075.9,1049.1,1006.9,702.37,635.75,511.51,438.92,370.05,363.87,425.46,495.66,610.56,670.66
905.5,871.91,846.62,850.95,899.72,1008.8,1063,1076.9,1050.5,1008.2,703,635.94,511.42,438.93,370.1,363.57,425.5,495.55,610.05,669.5
904,870.22,845.02,850.65,899.59,1009.1,1063.4,1078.5,1052.4,1009.2,703,636.31,511.37,439.07,369.97,363.52,425.22,495.5,609.3,668.79
902.34,868.62,843.71,850.78,899.61,1009.1,1064.1,1080,1054.4,1011,703.43,636.95,511.5,439.46,370.39,363.52,425.06,495.17,608.67,668.19
901,867.25,842.79,849.97,899.64,1009.1,1064.3,1080.3,1056.1,1012.4,704,637.15,511.83,439.82,370.47,363.61,424.92,495.1,608.67,667.37
899.27,865.33,841.92,849.06,899.68,1009,1065.1,1081.7,1058.2,1013.8,704.54,637.47,512.65,440.32,371.05,363.55,424.95,494.8,608.33,666.92
897.38,864.18,841.13,848.39,899.55,1008.9,1066.1,1083.6,1059.6,1015.4,705.13,637.67,513.04,440.64,371.58,363.89,425.17,494.71,607.54,666.26
896.02,862.5,839.98,848.05,899.84,1009.2,1066.6,1085.1,1061.3,1016.8,705.69,638.33,513.2,440.97,371.88,364.32,425.24,494.67,607.36,665.73
894.5,860.95,839.17,847.58,899.91,1009.2,1067.2,1086.6,1062.9,1018.3,706.5,639.16,513.98,441.58,372.48,364.49,425.35,494.68,606.8,665.35
892.79,859.51,837.91,847.38,899.86,1009.1,1067.9,1088,1064.6,1019.8,707.4,639.69,514.36,442.34,372.8,365.18,425.45,494.72,606.58,665.19
891,857.84,836.82,846.67,899.55,1009.1,1068.7,1088.1,1066.8,1021.2,708,640.16,514.98,442.85,373.58,365.33,425.57,494.6,607.04,664.53
889.25,855.88,835.48,846.62,899.58,1009.3,1069.4,1089.7,1068.6,1023,708.8,641.2,515.3,443.14,374.42,365.52,425.72,495.15,607,663.93
887.63,854.05,834.53,845.85,899.95,1009.2,1070,1091.5,1069.8,1024.9,709.27,642.04,516.18,444.27,375,366.39,426.37,495.08,606.22,663.61
885.56,852.03,833.25,845,900.06,1009.3,1070.7,1093.8,1071.8,1026.3,710.71,642.81,516.93,445.1,375.62,366.89,426.76,495.38,606.22,663.39
883.98,850.27,832.37,844.78,899.58,1009.6,1071.5,1095.2,1073.5,1027.6,711.51,643.54,517.83,445.68,376.45,367.7,427.17,495.57,606.05,663.4
882.48,848.61,831.34,844.22,899.65,1009.7,1072.4,1096.7,1075.4,1029.3,712.13,644.39,518.83,446.58,377.38,368.31,427.56,495.73,606.08,663.27
880.65,846.86,830.08,843.77,899.73,1009.5,1073,1097.8,1076.9,1030.6,713.71,645.19,519.4,447.57,378.45,369.35,428.26,495.84,605.95,663.4
878.86,845.34,828.78,843.31,899.66,1009.5,1073.8,1099.2,1078.7,1032.9,714.68,646.07,520.34,448.77,379.38,370.35,429,496.47,606.21,663.44
876.77,843.83,827.83,842.74,899.91,1009.5,1074.4,1100.7,1080.8,1034.8,715.57,647.2,521.35,449.74,380.4,370.92,429.57,496.98,606.44,663.46
874.98,842.41,826.81,842.31,899.91,1009.9,1075,1102.4,1082.7,1036.3,716.77,647.82,522.57,450.77,381.4,371.47,429.82,497.14,606.32,663.39
873.44,840.38,825.77,841.67,900.24,1009.7,1075.6,1103.5,1084.5,1038.2,717.91,649.31,523.57,451.86,382.76,372.92,431.43,497.44,606.44,663.73
871.53,838.67,824.6,840.92,900.18,1009.8,1076.3,1105,1086.3,1039.4,719.37,650.57,524.67,453.32,383.63,373.71,431.79,497.79,606.53,664.02
